D2,60,"Palm Beach",2010,6007156,"MR CHEN'S HUNAN PALACE","5130 LINTON BLVD","DELRAY BEACH",33484-6595,2552103,2,Food,"Routine - Food","Call Back - Complied",06/24/2016,,,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2227932,5874563
D2,60,"Palm Beach",2010,6007162,"EMPLOYEE CAFE","1001 OKEECHOBEE BLVD","WEST PALM BEACH",33401,2500823,1,Food,"Routine - Food","Inspection Completed - No Further Action",09/09/2015,,,6,1,2,3,Y,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2504952,5610978
D2,60,"Palm Beach",2010,6007167,"DOMINO'S PIZZA #3832","12769 W FOREST HILL BLVD",WELLINGTON,33414,2508996,1,Food,"Routine - Food","Inspection Completed - No Further Action",01/27/2016,,,3,1,1,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3894405,5623827
D2,60,"Palm Beach",2010,6007167,"DOMINO'S PIZZA #3832","12769 W FOREST HILL BLVD",WELLINGTON,33414,2579702,1,Food,"Complaint Full","Inspection Completed - No Further Action",04/05/2016,,,7,2,0,5,Y,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3894405,5861339
D2,60,"Palm Beach",2010,6007171,"CAFE CHARDONNAY","4533 PGA BLVD","PALM BEACH GARDENS",33418-3967,2496900,1,Food,"Routine - Food","Administrative complaint recommended",10/05/2015,,,9,1,5,3,Y,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2227938,5603336
D2,60,"Palm Beach",2010,6007178,"RANCHO CHICO","6390 W INDIANTOWN RD",JUPITER,33458,2570709,1,Food,"Routine - Food","Warning Issued",05/18/2016,,,12,4,4,4,Y,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4046411,5805493
D2,60,"Palm Beach",2010,6007178,"RANCHO CHICO","6390 W INDIANTOWN RD",JUPITER,33458,2570709,2,Food,"Routine - Food","Call Back - Extension given, pending",05/19/2016,,,2,0,2,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4046411,5887862
D2,60,"Palm Beach",2010,6007178,"RANCHO CHICO","6390 W INDIANTOWN RD",JUPITER,33458,2510741,1,Food,"Routine - Food","Inspection Completed - No Further Action",12/22/2015,,,9,1,3,5,Y,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4046411,5626322
D2,60,"Palm Beach",2010,6007183,"CAPT'N CHARLIE'S REEF GRILL","12846 US HWY 1","NORTH PALM BEACH",33408,2496901,1,Food,"Routine - Food","Warning Issued",09/21/2015,,,9,1,2,6,Y,2,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2227942,5603337
D2,60,"Palm Beach",2010,6007183,"CAPT'N CHARLIE'S REEF GRILL","12846 US HWY 1","NORTH PALM BEACH",33408,2552104,1,Food,"Routine - Food","Warning Issued",05/03/2016,,,8,2,2,4,Y,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2227942,5740154
