D3,61,Pasco,2010,6113215,"SMILES CATERING INC","4109 LAND O LAKES BLVD","LAND O LAKES",34639,2227942,1,Food,"Routine - Food","Inspection Completed - No Further Action",3/22/2013,,,15,2,3,10,Y,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4183121,4716842
D3,61,Pasco,2010,6113266,"SUGAR DARLINGS CONES & CUPCAKES","8511 OLD CR 54","NEW PORT RICHEY",34653,2224065,1,Food,"Routine - Food","Inspection Completed - No Further Action",3/22/2013,,,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4092722,4711934
D3,61,Pasco,2010,6113308,"PIRATE COVE OYSTER BAR","6438 CLARK ST",HUDSON,34667,2253554,1,Food,"Routine - Food","Warning Issued",3/22/2013,,,26,7,6,13,Y,2,1,0,0,0,0,0,4,0,1,0,1,1,4,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,5400957,4778695
D3,61,Pasco,2014,6150626,"EL RINCON DEL COQUI","9029 US 19"," PORT RICHEY",34668,1163068,1,Food,"Routine - Food","Inspection Completed - No Further Action",3/22/2013,,,4,0,3,1,Y,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5427467,4804115
D3,62,Pinellas,2010,6207855,"RAZZEL'S SPORTS LOUNGE","2794 GULF TO BAY BLVD",CLEARWATER,33759,2183717,1,Food,"Routine - Food","Inspection Completed - No Further Action",3/22/2013,,,7,1,2,4,Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2235930,4654444
D3,62,Pinellas,2010,6208344,"TIFFANY'S FAMILY RESTAURANT","35000 N US HWY 19","PALM HARBOR",346841933,2191370,1,Food,"Routine - Food","Inspection Completed - No Further Action",3/22/2013,,,6,0,0,6,Y,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2235994,4666864
D3,62,Pinellas,2010,6208896,"SMITTYS RESTAURANT","4890 N 122 AVE",CLEARWATER,33762,2184098,2,Food,"Routine - Food","Call Back - Extension given, pending",3/22/2013,,,1,0,1,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2236171,4885713
D3,62,Pinellas,2010,6208927,"CHICAGO DELI","2820 SCHERER DR SUITE 250","ST PETERSBURG",337161019,2184100,1,Food,"Routine - Food","Warning Issued",3/22/2013,,,13,1,3,9,Y,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2236178,4655071
D3,62,Pinellas,2010,6208964,"HUNGRY HOWIES","5570 N 4 ST","ST PETERSBURG",337032252,2174445,2,Food,"Routine - Food","Call Back - Complied",3/22/2013,,,2,0,0,2,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2236187,4859474
D3,62,Pinellas,2010,6212208,FLAPJACKS,"36287 US HWY N","PALM HARBOR",34684,2265002,2,Food,"Food-Licensing Inspection","Call Back - Complied",3/22/2013,,,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5543279,4885774
