D2,60,"Palm Beach",2010,6005385,"MCDONALDS OF LANTANA","1450 W LANTANA RD",LANTANA,33462,2512645,1,Food,"Routine - Food","Inspection Completed - No Further Action",11/24/2015,,,11,4,1,6,Y,1,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4181784,5628933
D2,60,"Palm Beach",2010,6005425,"WENDYS OLD FASH HAMBGR 1944","1376 N MILITARY TRL","WEST PALM BEACH",33409,2547740,1,Food,"Food-Licensing Inspection","Inspection Completed - No Further Action",09/23/2015,,,5,1,0,4,Y,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6202675,5723271
D2,60,"Palm Beach",2010,6005425,"WENDYS OLD FASHIONED HAMBURGERS","1376 N MILITARY TRL","WEST PALM BEACH",33409,2567633,1,Food,"Routine - Food","Inspection Completed - No Further Action",05/23/2016,,,2,0,0,2,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6308383,5795223
D2,60,"Palm Beach",2010,6005434,"PELICAN CAFE","612 N FEDERAL HWY","LAKE PARK",33403,2508212,1,Food,"Routine - Food","Inspection Completed - No Further Action",01/26/2016,,,43,15,7,21,Y,1,1,1,0,0,0,0,8,0,1,0,4,1,3,0,0,0,0,0,0,1,3,4,2,2,0,0,0,0,0,1,0,0,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3820278,5622710
D2,60,"Palm Beach",2010,6005434,"PELICAN CAFE","612 N FEDERAL HWY","LAKE PARK",33403,2574188,2,Food,"Routine - Food","Emergency Order Callback Complied",04/15/2016,,,2,0,0,2,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3820278,5868094
D2,60,"Palm Beach",2010,6005434,"PELICAN CAFE","612 N FEDERAL HWY","LAKE PARK",33403,2574188,1,Food,"Routine - Food","Emergency order recommended",04/14/2016,,,17,7,4,6,Y,1,1,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3820278,5822783
D2,60,"Palm Beach",2010,6005434,"PELICAN CAFE","612 N FEDERAL HWY","LAKE PARK",33403,2574188,3,Food,"Routine - Food","Admin. Complaint Callback Complied",06/01/2016,,,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3820278,5891805
D2,60,"Palm Beach",2010,6005434,"PELICAN CAFE","612 N FEDERAL HWY","LAKE PARK",33403,2581755,1,Food,"Routine - Food","Inspection Completed - No Further Action",05/03/2016,,,2,0,0,2,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3820278,5878661
D2,60,"Palm Beach",2010,6005435,"DEL AIRE GOLF CLUB","4646 WHITE CEDAR LN","DELRAY BEACH",33445-7027,2499535,2,Food,"Routine - Food","Call Back - Complied",04/01/2016,,,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2227405,5825986
D2,60,"Palm Beach",2010,6005435,"DEL AIRE GOLF CLUB","4646 WHITE CEDAR LN","DELRAY BEACH",33445-7027,2574791,1,Food,"Routine - Food","Inspection Completed - No Further Action",05/31/2016,,,10,3,5,2,Y,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2227405,5826011
D2,60,"Palm Beach",2010,6005435,"DEL AIRE GOLF CLUB","4646 WHITE CEDAR LN","DELRAY BEACH",33445-7027,2499535,1,Food,"Routine - Food","Warning Issued",02/01/2016,,,15,3,9,3,Y,2,3,2,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2227405,5608856
D2,60,"Palm Beach",2010,6005485,"TIDELINE OCEAN RESORT AND SPA - PALM BEACH, A KIMPTON HOTEL","2842 S OCEAN BLVD","PALM BEACH",33480,2461709,4,Food,"Routine - Food","Admin. Complaint Callback Complied",12/02/2015,,,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5452983,5788293
